Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
3.522319900000000,79,N,m,Write,NAK
3.522549220000000,80,N,i,Write,NAK
3.522783670000000,81,N,m,Write,NAK
3.523013180000000,82,N,i,Write,NAK
3.523252630000000,83,N,-,Write,NAK
3.523487140000000,84,N,),Write,NAK
3.523721650000000,85,N,\r,Write,NAK
3.523951160000000,86,N,\t,Write,NAK
3.524195610000000,87,N,'204',Write,ACK
3.524425120000000,88,N,'200',Write,ACK
3.524659630000000,89,N,'12',Write,ACK
3.524889140000000,90,N,'8',Write,ACK
3.525133520000000,91,N,-,Write,NAK
3.525362910000000,92,N,),Write,NAK
3.525597360000000,93,N,\r,Write,NAK
3.525826750000000,94,N,\t,Write,NAK
3.526066130000000,95,N,},Write,NAK
3.526295520000000,96,N,y,Write,NAK
3.526529910000000,97,N,},Write,ACK
3.526759420000000,98,N,y,Write,NAK
3.526998860000000,100,N,m,Write,Missing ACK/NAK
3.527228380000000,101,N,i,Write,ACK
3.527462820000000,102,N,],Write,NAK
3.527692150000000,103,N,Y,Write,NAK
3.527931590000000,104,N,m,Write,ACK
3.528161110000000,105,N,i,Write,ACK
3.528395550000000,106,N,'205',Write,ACK
3.528630060000000,107,N,'201',Write,ACK
3.528869450000000,108,N,m,Write,NAK
3.529098840000000,109,N,i,Write,ACK
3.529333290000000,110,N,=,Write,ACK
3.529562800000000,111,N,9,Write,ACK
3.529802180000000,112,N,m,Write,NAK
3.530031570000000,113,N,i,Write,NAK
3.530266080000000,114,N,'253',Write,NAK
3.530495460000000,115,N,'249',Write,ACK
3.530734850000000,116,N,m,Write,NAK
3.530964240000000,117,N,i,Write,NAK
3.531198620000000,118,N,'221',Write,NAK
3.531428010000000,119,N,'217',Write,NAK
3.531667390000000,120,N,m,Write,NAK
3.531896780000000,121,N,i,Write,NAK
3.532131230000000,122,N,],Write,NAK
3.532360740000000,123,N,Y,Write,NAK
3.532600190000000,124,N,-,Write,NAK
3.532829700000000,125,N,),Write,NAK
3.533064210000000,126,N,\r,Write,NAK
3.533293720000000,127,N,\t,Write,NAK
3.533533100000000,128,N,},Write,ACK
3.533762620000000,129,N,y,Write,NAK
3.533997070000000,130,N,M,Write,ACK
3.534226450000000,131,N,I,Write,NAK
3.534465900000000,132,N,m,Write,NAK
3.534695410000000,133,N,i,Write,NAK
3.534929920000000,134,N,'253',Write,NAK
3.535159430000000,135,N,'249',Write,ACK
3.535398880000000,136,N,-,Write,NAK
3.535628270000000,137,N,),Write,NAK
3.535862710000000,138,N,\r,Write,ACK
3.536092100000000,139,N,\t,Write,NAK
3.536331550000000,140,N,m,Write,NAK
3.536561060000000,141,N,i,Write,NAK
3.536800440000000,142,N,'157',Write,NAK
3.537029830000000,144,N,'153',Write,Missing ACK/NAK
3.537269280000000,145,N,m,Write,NAK
3.537498790000000,146,N,i,Write,NAK
3.537733300000000,147,N,'253',Write,NAK
3.537962810000000,149,N,'249',Write,Missing ACK/NAK
3.538202200000000,150,N,},Write,NAK
3.538431590000000,151,N,y,Write,ACK
3.538666030000000,153,N,M,Write,Missing ACK/NAK
3.538895540000000,154,N,I,Write,ACK
3.539134990000000,156,N,-,Write,Missing ACK/NAK
3.539364380000000,157,N,),Write,NAK
3.539598890000000,158,N,\r,Write,NAK
3.539828400000000,159,N,\t,Write,NAK
5.539631070000000,160,N,'12',Write,ACK
5.539860460000000,161,N,'8',Write,ACK
5.540094960000000,162,N,'28',Write,ACK
5.540329480000000,163,N,'24',Write,ACK
5.542578540000000,164,N,'12',Write,ACK
5.542807930000000,165,N,'8',Write,ACK
5.543042440000000,166,N,COMMA,Write,ACK
5.543271950000000,167,N,(,Write,ACK
5.545525960000000,168,N,-,Write,ACK
5.545755340000000,169,N,),Write,NAK
5.545989850000000,170,N,\r,Write,NAK
5.546219360000000,171,N,\t,Write,ACK
5.546463870000000,172,N,},Write,NAK
5.546693260000000,173,N,y,Write,NAK
5.546927710000000,174,N,],Write,NAK
5.547157220000000,175,N,Y,Write,NAK
5.547396610000000,177,N,},Write,Missing ACK/NAK
5.547626110000000,178,N,y,Write,ACK
5.547860560000000,179,N,=,Write,ACK
5.548090070000000,180,N,9,Write,ACK
5.548329530000000,182,N,m,Write,Missing ACK/NAK
5.548558850000000,183,N,i,Write,NAK
5.548793300000000,184,N,],Write,ACK
5.549022800000000,185,N,Y,Write,NAK
5.549262190000000,186,N,},Write,NAK
5.549491580000000,187,N,y,Write,NAK
5.549726030000000,188,N,-,Write,ACK
5.549955540000000,189,N,),Write,NAK
5.550194980000000,190,N,m,Write,ACK
5.550424500000000,191,N,i,Write,NAK
5.550659010000000,192,N,'237',Write,NAK
5.550888390000000,193,N,'233',Write,ACK
5.551127840000000,194,N,m,Write,NAK
5.551357350000000,196,N,i,Write,Missing ACK/NAK
5.551596800000000,197,N,'29',Write,NAK
5.551826310000000,199,N,'25',Write,Missing ACK/NAK
5.552065760000000,200,N,m,Write,NAK
5.552295270000000,201,N,i,Write,NAK
5.552529660000000,202,N,'221',Write,NAK
5.552759170000000,203,N,'217',Write,NAK
5.552998610000000,204,N,m,Write,ACK
5.553228130000000,205,N,i,Write,NAK
5.553462570000000,206,N,],Write,ACK
5.553691900000000,207,N,Y,Write,NAK
5.553931350000000,208,N,=,Write,ACK
5.554160860000000,209,N,9,Write,NAK
5.554395310000000,210,N,'173',Write,ACK
5.554624820000000,211,N,'169',Write,NAK
5.554864260000000,212,N,-,Write,ACK
5.555093780000000,213,N,),Write,NAK
5.555328290000000,214,N,\r,Write,NAK
5.555557800000000,215,N,\t,Write,NAK
5.555802180000000,216,N,'204',Write,ACK
5.556031570000000,217,N,'200',Write,ACK
5.556266080000000,218,N,'12',Write,ACK
5.556495470000000,219,N,'8',Write,ACK
5.556745600000000,220,N,-,Write,NAK
5.556974980000000,221,N,),Write,ACK
5.557209500000000,222,N,\r,Write,NAK
5.557439010000000,223,N,\t,Write,NAK
5.557678390000000,225,N,m,Write,Missing ACK/NAK
5.557907780000000,226,N,i,Write,NAK
5.558142160000000,227,N,},Write,NAK
5.558371550000000,228,N,y,Write,NAK
5.558611000000000,229,N,m,Write,NAK
5.558840320000000,231,N,i,Write,Missing ACK/NAK
5.559074830000000,232,N,'253',Write,ACK
5.559304220000000,233,N,'249',Write,NAK
5.559543600000000,234,N,},Write,NAK
5.559778120000000,235,N,y,Write,NAK
5.560012560000000,236,N,m,Write,ACK
5.560242070000000,237,N,i,Write,ACK
5.560481460000000,238,N,},Write,NAK
5.560710850000000,239,N,y,Write,NAK
5.560945300000000,240,N,M,Write,NAK
5.561174810000000,241,N,I,Write,NAK
5.561414250000000,242,N,m,Write,ACK
5.561643770000000,243,N,i,Write,NAK
5.561878150000000,244,N,],Write,NAK
5.562107540000000,245,N,Y,Write,NAK
5.562346990000000,246,N,m,Write,ACK
5.562576500000000,247,N,i,Write,NAK
5.562810890000000,249,N,=,Write,Missing ACK/NAK
5.563040270000000,250,N,9,Write,NAK
5.563279720000000,251,N,m,Write,NAK
5.563509230000000,252,N,i,Write,NAK
5.563743680000000,253,N,'141',Write,NAK
5.563973190000000,254,N,'137',Write,NAK
5.564212570000000,255,N,},Write,ACK
5.564441960000000,256,N,y,Write,NAK
5.564676410000000,257,N,=,Write,NAK
5.564910920000000,258,N,9,Write,NAK
5.565150430000000,259,N,},Write,NAK
5.565379810000000,260,N,y,Write,ACK
5.565614260000000,261,N,M,Write,ACK
5.565843650000000,262,N,I,Write,NAK
5.566083040000000,263,N,m,Write,ACK
5.566312420000000,264,N,i,Write,NAK
5.566546870000000,265,N,'29',Write,NAK
5.566776260000000,266,N,'25',Write,NAK
5.567015640000000,267,N,m,Write,NAK
5.567245020000000,268,N,i,Write,NAK
5.567479480000000,269,N,=,Write,NAK
5.567708990000000,270,N,9,Write,NAK
5.567952120000000,271,N,m,Write,NAK
5.568181510000000,272,N,i,Write,NAK
5.568415900000000,273,N,'189',Write,ACK
5.568645280000000,274,N,'185',Write,NAK
5.568884730000000,275,N,-,Write,NAK
5.569114240000000,276,N,),Write,NAK
5.569348750000000,277,N,\r,Write,NAK
5.569578260000000,278,N,\t,Write,NAK
7.569381050000000,279,N,'12',Write,ACK
7.569610560000000,280,N,'8',Write,ACK
7.569845080000000,281,N,'28',Write,ACK
7.570074590000000,282,N,'24',Write,ACK
7.572323530000000,283,N,'12',Write,ACK
7.572553040000000,284,N,'8',Write,ACK
7.572787550000000,285,N,COMMA,Write,ACK
7.573017060000000,286,N,(,Write,ACK
7.575271130000000,287,N,-,Write,NAK
7.575500640000000,288,N,),Write,NAK
7.575735090000000,289,N,\r,Write,NAK
7.575964470000000,291,N,\t,Write,Missing ACK/NAK
7.576203860000000,292,N,},Write,NAK
7.576433240000000,293,N,y,Write,ACK
7.576667690000000,295,N,\r,Write,Missing ACK/NAK
7.576897080000000,296,N,\t,Write,NAK
7.577136530000000,297,N,m,Write,NAK
7.577366040000000,298,N,i,Write,NAK
7.577600490000000,299,N,'29',Write,NAK
7.577830000000000,300,N,'25',Write,NAK
7.578069380000000,302,N,},Write,Missing ACK/NAK
7.578298770000000,303,N,y,Write,NAK
7.578533220000000,304,N,=,Write,NAK
7.578762540000000,305,N,9,Write,NAK
7.579001930000000,306,N,},Write,NAK
7.579231310000000,307,N,y,Write,ACK
7.579465760000000,309,N,=,Write,Missing ACK/NAK
7.579700270000000,311,N,9,Write,Missing ACK/NAK
7.579939780000000,312,N,},Write,NAK
7.580169170000000,313,N,y,Write,NAK
7.580403550000000,314,N,},Write,ACK
7.580632940000000,315,N,y,Write,NAK
7.580872330000000,316,N,m,Write,NAK
7.581101710000000,318,N,i,Write,Missing ACK/NAK
7.581336220000000,320,N,'253',Write,Missing ACK/NAK
7.581565610000000,321,N,'249',Write,NAK
7.581805120000000,322,N,},Write,NAK
7.582034510000000,323,N,y,Write,NAK
7.582268960000000,324,N,-,Write,ACK
7.582498340000000,325,N,),Write,NAK
7.582739170000000,326,N,m,Write,ACK
7.582968680000000,327,N,i,Write,ACK
7.583203120000000,328,N,M,Write,ACK
7.583432510000000,329,N,I,Write,NAK
7.583671900000000,330,N,=,Write,ACK
7.583901280000000,331,N,9,Write,NAK
7.584135730000000,332,N,'173',Write,NAK
7.584365240000000,333,N,'169',Write,NAK
7.584604690000000,334,N,-,Write,NAK
7.584834200000000,335,N,),Write,NAK
7.585068710000000,336,N,\r,Write,NAK
7.585298220000000,337,N,\t,Write,NAK
7.585537670000000,338,N,-,Write,NAK
7.585767060000000,339,N,),Write,NAK
7.586001500000000,340,N,\r,Write,ACK
7.586230890000000,341,N,\t,Write,NAK
7.586470340000000,342,N,-,Write,NAK
7.586699720000000,343,N,),Write,NAK
7.586934170000000,344,N,\r,Write,ACK
7.587163560000000,345,N,\t,Write,NAK
7.587403010000000,346,N,-,Write,NAK
7.587632390000000,347,N,),Write,ACK
7.587871840000000,348,N,\r,Write,NAK
7.588101230000000,349,N,\t,Write,NAK
7.588340670000000,350,N,M,Write,ACK
7.588570060000000,351,N,I,Write,NAK
7.588804450000000,352,N,},Write,NAK
7.589033960000000,353,N,y,Write,NAK
7.589273410000000,354,N,=,Write,NAK
7.589502920000000,355,N,9,Write,NAK
7.589737430000000,356,N,\r,Write,NAK
7.589966750000000,358,N,\t,Write,Missing ACK/NAK
7.590211200000000,359,N,'204',Write,ACK
7.590440710000000,360,N,'200',Write,ACK
7.590675220000000,361,N,'12',Write,ACK
7.590904610000000,362,N,'8',Write,ACK
7.591149050000000,363,N,},Write,ACK
7.591378440000000,364,N,y,Write,NAK
7.591612890000000,365,N,m,Write,NAK
7.591842400000000,366,N,i,Write,NAK
7.592081780000000,367,N,],Write,ACK
7.592311170000000,368,N,Y,Write,NAK
7.592545620000000,369,N,M,Write,NAK
7.592775010000000,370,N,I,Write,NAK
7.593019390000000,371,N,=,Write,NAK
7.593248780000000,372,N,9,Write,NAK
7.593483220000000,373,N,=,Write,ACK
7.593712740000000,374,N,9,Write,NAK
7.593952120000000,375,N,m,Write,NAK
7.594181510000000,376,N,i,Write,NAK
7.594415960000000,377,N,=,Write,NAK
7.594645470000000,378,N,9,Write,NAK
7.594884920000000,379,N,M,Write,NAK
7.595114430000000,380,N,I,Write,NAK
7.595348880000000,381,N,'141',Write,NAK
7.595578260000000,382,N,'137',Write,ACK
7.595817710000000,383,N,-,Write,NAK
7.596048160000000,384,N,),Write,NAK
7.596282610000000,385,N,'29',Write,NAK
7.596511990000000,386,N,'25',Write,ACK
7.596751440000000,387,N,=,Write,NAK
7.596980950000000,388,N,9,Write,NAK
7.597215340000000,389,N,=,Write,NAK
7.597444720000000,390,N,9,Write,ACK
7.597684110000000,391,N,},Write,NAK
7.597913500000000,392,N,y,Write,ACK
7.598147880000000,393,N,=,Write,NAK
7.598377270000000,394,N,9,Write,NAK
7.598616720000000,395,N,],Write,ACK
7.598846220000000,396,N,Y,Write,NAK
7.599080680000000,397,N,\r,Write,NAK
7.599310060000000,399,N,\t,Write,Missing ACK/NAK
7.599549510000000,400,N,M,Write,NAK
7.599778900000000,401,N,I,Write,NAK
7.600013410000000,402,N,\r,Write,NAK
7.600242730000000,403,N,\t,Write,NAK
7.600482180000000,404,N,-,Write,NAK
7.600711570000000,405,N,),Write,NAK
7.600946010000000,406,N,M,Write,ACK
7.601180520000000,407,N,I,Write,ACK
7.601419970000000,408,N,-,Write,NAK
7.601649360000000,409,N,),Write,NAK
7.601883810000000,410,N,M,Write,NAK
7.602113200000000,411,N,I,Write,ACK
7.602352700000000,413,N,},Write,Missing ACK/NAK
7.602582090000000,414,N,y,Write,NAK
7.602816480000000,415,N,},Write,ACK
7.603045860000000,416,N,y,Write,NAK
7.603285240000000,417,N,=,Write,NAK
7.603514630000000,418,N,9,Write,ACK
7.603749140000000,419,N,\r,Write,ACK
7.603978650000000,420,N,\t,Write,NAK
7.604218040000000,421,N,},Write,NAK
7.604447550000000,423,N,y,Write,Missing ACK/NAK
7.604682000000000,424,N,-,Write,NAK
7.604911390000000,425,N,),Write,NAK
7.605150830000000,426,N,M,Write,ACK
7.605380350000000,427,N,I,Write,NAK
7.605614790000000,428,N,M,Write,ACK
7.605844180000000,429,N,I,Write,NAK
9.605647030000000,430,N,'12',Write,ACK
9.605876540000001,431,N,'8',Write,ACK
9.606111060000000,432,N,'28',Write,ACK
9.606340570000000,433,N,'24',Write,ACK
9.608589510000000,434,N,'12',Write,ACK
9.608824020000000,435,N,'8',Write,ACK
9.609058530000000,436,N,COMMA,Write,ACK
9.609288039999999,437,N,(,Write,ACK
9.611542099999999,438,N,-,Write,ACK
9.611771610000000,439,N,),Write,NAK
9.612006060000001,440,N,\r,Write,ACK
9.612235450000000,441,N,\t,Write,NAK
9.612474900000000,442,N,m,Write,NAK
9.612704409999999,443,N,i,Write,NAK
9.612938919999999,444,N,'189',Write,NAK
9.613168310000001,445,N,'185',Write,NAK
9.613407750000000,446,N,m,Write,ACK
9.613637260000001,447,N,i,Write,ACK
9.613871650000000,448,N,],Write,NAK
9.614101040000000,449,N,Y,Write,NAK
9.614340420000000,451,N,},Write,Missing ACK/NAK
9.614569810000001,452,N,y,Write,NAK
9.614804260000000,453,N,'157',Write,NAK
9.615033580000000,455,N,'153',Write,Missing ACK/NAK
9.615273030000001,456,N,=,Write,NAK
9.615502540000000,457,N,9,Write,NAK
9.615736990000000,458,N,'173',Write,NAK
9.615971500000001,459,N,'169',Write,NAK
9.616210949999999,460,N,-,Write,NAK
9.616440460000000,461,N,),Write,NAK
9.616674970000000,462,N,\r,Write,NAK
9.616904480000001,463,N,\t,Write,NAK
9.617143870000000,464,N,m,Write,ACK
9.617373250000000,466,N,i,Write,Missing ACK/NAK
9.617607700000001,467,N,M,Write,NAK
9.617837090000000,468,N,I,Write,NAK
9.618076479999999,470,N,m,Write,Missing ACK/NAK
9.618305860000000,471,N,i,Write,NAK
9.618540310000000,472,N,],Write,NAK
9.618769820000001,473,N,Y,Write,NAK
9.619009200000001,474,N,m,Write,ACK
9.619238590000000,475,N,i,Write,NAK
9.619473040000001,476,N,],Write,NAK
9.619702550000000,477,N,Y,Write,NAK
9.619941989999999,478,N,m,Write,NAK
9.620171320000001,479,N,i,Write,NAK
9.620405770000000,480,N,M,Write,NAK
9.620635150000000,481,N,I,Write,NAK
9.620874600000000,482,N,m,Write,ACK
9.621109110000001,483,N,i,Write,ACK
9.621343560000000,485,N,'29',Write,Missing ACK/NAK
9.621573079999999,486,N,'25',Write,ACK
9.621812520000001,487,N,=,Write,NAK
9.622042029999999,489,N,9,Write,Missing ACK/NAK
9.622276480000000,490,N,'29',Write,NAK
9.622505990000001,492,N,'25',Write,Missing ACK/NAK
9.622745439999999,493,N,=,Write,NAK
9.622974950000000,494,N,9,Write,NAK
9.623209400000000,495,N,'29',Write,NAK
9.623438910000001,496,N,'25',Write,NAK
9.623678360000000,497,N,=,Write,NAK
9.623907870000000,498,N,9,Write,NAK
9.624144129999999,499,N,=,Write,NAK
9.624373520000001,500,N,9,Write,NAK
9.624612969999999,501,N,=,Write,ACK
9.624842480000000,502,N,9,Write,NAK
9.625076860000000,503,N,},Write,NAK
9.625306370000001,504,N,y,Write,ACK
9.625545819999999,505,N,m,Write,NAK
9.625775330000000,506,N,i,Write,NAK
9.626009780000000,507,N,'29',Write,NAK
9.626239289999999,509,N,'25',Write,Missing ACK/NAK
9.626483739999999,510,N,'204',Write,ACK
9.626713250000000,511,N,'200',Write,ACK
9.626947760000000,512,N,'12',Write,ACK
9.627177150000000,513,N,'8',Write,ACK
9.627421660000000,514,N,m,Write,NAK
9.627651170000000,515,N,i,Write,NAK
9.627885620000001,516,N,-,Write,NAK
9.628114999999999,517,N,),Write,NAK
9.628354390000000,518,N,=,Write,NAK
9.628583770000001,519,N,9,Write,ACK
9.628818280000001,520,N,\r,Write,ACK
9.629047800000000,521,N,\t,Write,NAK
9.629292180000000,522,N,=,Write,NAK
9.629521570000000,523,N,9,Write,NAK
9.629756020000000,524,N,'29',Write,ACK
9.629985400000001,525,N,'25',Write,NAK
9.630224790000000,526,N,=,Write,NAK
9.630454170000000,527,N,9,Write,ACK
9.630688620000001,528,N,-,Write,NAK
9.630918010000000,529,N,),Write,NAK
9.631157460000001,530,N,=,Write,NAK
9.631386780000000,531,N,9,Write,NAK
9.631621290000000,532,N,\r,Write,NAK
9.631850800000000,533,N,\t,Write,NAK
9.632090249999999,534,N,=,Write,NAK
9.632319760000000,535,N,9,Write,NAK
9.632554210000000,536,N,-,Write,NAK
9.632783720000001,537,N,),Write,NAK
9.633023170000000,538,N,-,Write,NAK
9.633252550000000,539,N,),Write,ACK
9.633487000000001,540,N,\r,Write,NAK
9.633716390000000,541,N,\t,Write,NAK
11.633519090000000,542,N,'12',Write,ACK
11.633748470000000,543,N,'8',Write,ACK
11.633982919999999,544,N,'28',Write,ACK
11.634212310000001,545,N,'24',Write,ACK
11.636461250000000,546,N,'12',Write,ACK
11.636690630000000,547,N,'8',Write,ACK
11.636928709999999,548,N,COMMA,Write,ACK
11.637158220000000,549,N,(,Write,ACK
11.639412280000000,550,N,-,Write,ACK
11.639641800000000,551,N,),Write,ACK
11.639876240000000,552,N,\r,Write,ACK
11.640105630000001,553,N,\t,Write,NAK
11.640345079999999,554,N,],Write,NAK
11.640574590000000,555,N,Y,Write,NAK
11.640809040000001,556,N,'29',Write,NAK
11.641038549999999,557,N,'25',Write,NAK
11.641278000000000,558,N,m,Write,NAK
11.641507510000000,559,N,i,Write,NAK
11.641741890000000,561,N,'237',Write,Missing ACK/NAK
11.641971280000000,562,N,'233',Write,NAK
11.642210790000000,563,N,},Write,NAK
11.642440179999999,564,N,y,Write,NAK
11.642674619999999,565,N,=,Write,ACK
11.642904140000001,566,N,9,Write,NAK
11.643143589999999,568,N,-,Write,Missing ACK/NAK
11.643373100000000,569,N,),Write,ACK
11.643607610000000,570,N,\r,Write,NAK
11.643837110000000,571,N,\t,Write,NAK
11.644081500000000,572,N,m,Write,NAK
11.644310890000000,573,N,i,Write,NAK
11.644545400000000,574,N,'253',Write,NAK
11.644774790000000,575,N,'249',Write,ACK
11.645014170000000,576,N,m,Write,NAK
11.645243560000001,577,N,i,Write,NAK
11.645478010000000,578,N,m,Write,ACK
11.645707509999999,579,N,i,Write,NAK
11.645946960000000,580,N,-,Write,ACK
11.646176470000000,581,N,),Write,ACK
11.646410990000000,582,N,\r,Write,NAK
11.646640489999999,583,N,\t,Write,NAK
11.646879880000000,585,N,},Write,Missing ACK/NAK
11.647109270000000,586,N,y,Write,NAK
11.647343720000000,587,N,M,Write,NAK
11.647573230000001,588,N,I,Write,NAK
11.647812679999999,589,N,m,Write,NAK
11.648042190000000,590,N,i,Write,NAK
11.648276640000001,591,N,'141',Write,ACK
11.648506149999999,592,N,'137',Write,NAK
11.648745600000000,593,N,m,Write,ACK
11.648975110000000,594,N,i,Write,NAK
11.649213870000001,595,N,],Write,NAK
11.649443260000000,596,N,Y,Write,ACK
11.649682700000000,597,N,-,Write,NAK
11.649912090000001,598,N,),Write,NAK
11.650146540000000,599,N,\r,Write,NAK
11.650375920000000,601,N,\t,Write,Missing ACK/NAK
11.650615370000001,602,N,m,Write,NAK
11.650844879999999,603,N,i,Write,NAK
11.651079330000000,604,N,M,Write,NAK
11.651308840000000,605,N,I,Write,NAK
11.651548289999999,606,N,m,Write,NAK
11.651777800000000,607,N,i,Write,NAK
11.652012250000000,608,N,'29',Write,NAK
11.652241760000001,609,N,'25',Write,NAK
11.652481140000001,610,N,},Write,ACK
11.652710530000000,611,N,y,Write,NAK
11.652944979999999,612,N,'157',Write,NAK
11.653174490000000,613,N,'153',Write,NAK
11.653418869999999,614,N,'204',Write,ACK
11.653648260000001,615,N,'200',Write,ACK
11.653882769999999,616,N,'12',Write,ACK
11.654112160000000,617,N,'8',Write,ACK
11.654356670000000,618,N,-,Write,NAK
11.654586060000000,619,N,),Write,ACK
11.654820559999999,620,N,\r,Write,ACK
11.655050080000001,621,N,\t,Write,NAK
11.655289470000000,622,N,=,Write,NAK
11.655518850000000,623,N,9,Write,NAK
11.655753349999999,624,N,'253',Write,NAK
11.655982740000001,625,N,'249',Write,ACK
11.656222189999999,627,N,=,Write,Missing ACK/NAK
11.656451519999999,628,N,9,Write,NAK
11.656686029999999,629,N,'253',Write,NAK
11.656915410000000,630,N,'249',Write,ACK
11.657154860000000,631,N,=,Write,NAK
11.657389370000001,633,N,9,Write,Missing ACK/NAK
11.657623879999999,634,N,'253',Write,NAK
11.657853390000000,635,N,'249',Write,ACK
11.658092840000000,636,N,=,Write,NAK
11.658322350000001,637,N,9,Write,ACK
11.658556859999999,638,N,'253',Write,ACK
11.658786370000000,639,N,'249',Write,NAK
11.659025820000000,641,N,=,Write,Missing ACK/NAK
11.659255330000001,642,N,9,Write,ACK
11.659489850000000,643,N,'253',Write,ACK
11.659719360000000,644,N,'249',Write,NAK
11.659958809999999,645,N,=,Write,ACK
11.660188320000000,646,N,9,Write,NAK
11.660422830000000,647,N,'253',Write,NAK
11.660652340000000,648,N,'249',Write,NAK
11.660891790000001,649,N,=,Write,ACK
11.661121300000000,650,N,9,Write,NAK
11.661360000000000,651,N,'253',Write,ACK
11.661589380000001,652,N,'249',Write,NAK
11.661828829999999,653,N,=,Write,NAK
11.662058340000000,654,N,9,Write,NAK
11.662292850000000,655,N,'253',Write,NAK
11.662522360000001,656,N,'249',Write,NAK
11.662761809999999,657,N,=,Write,NAK
11.662991320000000,658,N,9,Write,NAK
11.663225830000000,659,N,'253',Write,NAK
11.663455219999999,660,N,'249',Write,NAK
11.663694599999999,662,N,=,Write,Missing ACK/NAK
11.663923990000001,663,N,9,Write,NAK
11.664158499999999,664,N,'253',Write,NAK
11.664387890000000,665,N,'249',Write,NAK
11.664627270000000,667,N,=,Write,Missing ACK/NAK
11.664856660000000,668,N,9,Write,NAK
11.665091170000000,669,N,'253',Write,NAK
11.665320560000000,670,N,'249',Write,NAK
11.665564939999999,671,N,=,Write,NAK
11.665794330000001,672,N,9,Write,NAK
11.666028839999999,673,N,'253',Write,NAK
11.666258220000000,674,N,'249',Write,ACK
11.666497610000000,675,N,=,Write,NAK
11.666727000000000,676,N,9,Write,ACK
11.666961510000000,677,N,'253',Write,NAK
11.667190890000001,679,N,'249',Write,Missing ACK/NAK
11.667430339999999,680,N,=,Write,NAK
11.667659660000000,681,N,9,Write,ACK
11.667894170000000,682,N,'253',Write,NAK
11.668123560000000,683,N,'249',Write,NAK
11.668363010000000,684,N,-,Write,NAK
